Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,MockNamingService,registerInstance,Long Parameter List,The method has 5 parameters. ,53
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,MockNamingService,deregisterInstance,Long Parameter List,The method has 5 parameters. ,99
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,MockNamingService,selectInstances,Long Parameter List,The method has 5 parameters. ,206
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,NacosAutoServiceRegistrationIpNetworkInterfaceTests,getIPFromNetworkInterface,Complex Conditional,The conditional expression currentAddress instanceof Inet4Address || currentAddress instanceof Inet6Address && !currentAddress.isLoopbackAddress() is complex.,94
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,NacosAutoServiceRegistrationIpNetworkInterfaceTests,getIPFromNetworkInterface,Long Statement,The length of the statement "if (currentAddress instanceof Inet4Address || currentAddress instanceof Inet6Address && !currentAddress.isLoopbackAddress()) {" is 126.,94
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,NacosAutoServiceRegistrationPortTests,checkoutNacosDiscoveryServicePort,Magic Number,The method contains a magic number: 8888,82
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,NacosAutoServiceRegistrationTests,checkoutNacosDiscoveryWeight,Magic Number,The method contains a magic number: 2,149
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,NacosAutoServiceRegistrationTests,checkoutNacosDiscoveryHeartBeatInterval,Magic Number,The method contains a magic number: 3000,174
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,NacosAutoServiceRegistrationTests,checkoutNacosDiscoveryHeartBeatTimeout,Magic Number,The method contains a magic number: 6000,178
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,NacosAutoServiceRegistrationTests,checkoutNacosDiscoveryIpDeleteTimeout,Magic Number,The method contains a magic number: 9000,182
spring-cloud-alibaba,com.alibaba.cloud.nacos.util,InetIPv6Utils,findFirstValidIPv6Address,Complex Conditional,The conditional expression ifc.isUp() || !ifc.isVirtual() || !ifc.isLoopback() is complex.,52
spring-cloud-alibaba,com.alibaba.cloud.nacos.util,InetIPv6Utils,findFirstValidIPv6Address,Complex Conditional,The conditional expression inetAddress instanceof Inet6Address && !inetAddress.isLoopbackAddress() && !inetAddress.isLinkLocalAddress()&& !inetAddress.isAnyLocalAddress()&& !inetAddress.isSiteLocalAddress()&& !isUniqueLocalAddress(inetAddress)&& isPreferredAddress(inetAddress) is complex.,52
spring-cloud-alibaba,com.alibaba.cloud.nacos.util,InetIPv6Utils,findFirstValidIPv6Address,Long Statement,The length of the statement "if (inetAddress instanceof Inet6Address && !inetAddress.isLoopbackAddress() && !inetAddress.isLinkLocalAddress()&& !inetAddress.isAnyLocalAddress()&& !inetAddress.isSiteLocalAddress()&& !isUniqueLocalAddress(inetAddress)&& isPreferredAddress(inetAddress)) {" is 257.,52
spring-cloud-alibaba,com.alibaba.cloud.nacos.util,InetIPv6Utils,isUniqueLocalAddress,Magic Number,The method contains a magic number: 0xff,155
spring-cloud-alibaba,com.alibaba.cloud.nacos.util,InetIPv6Utils,isUniqueLocalAddress,Magic Number,The method contains a magic number: 0xfd,155
spring-cloud-alibaba,com.alibaba.cloud.nacos.test,NacosMockTest,serviceInstance,Long Parameter List,The method has 5 parameters. ,43
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelAutoConfiguration,init,Complex Method,Cyclomatic complexity of the method is 14,71
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelAutoConfiguration,init,Long Statement,The length of the statement "if (StringUtils.isEmpty(System.getProperty(TransportConfig.SERVER_PORT)) && StringUtils.isNotBlank(properties.getTransport().getPort())) {" is 138.,71
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelAutoConfiguration,init,Long Statement,The length of the statement "if (StringUtils.isEmpty(System.getProperty(TransportConfig.CONSOLE_SERVER)) && StringUtils.isNotBlank(properties.getTransport().getDashboard())) {" is 146.,71
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelAutoConfiguration,init,Long Statement,The length of the statement "if (StringUtils.isEmpty(System.getProperty(TransportConfig.HEARTBEAT_INTERVAL_MS)) && StringUtils.isNotBlank(properties.getTransport().getHeartbeatIntervalMs())) {" is 163.,71
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelAutoConfiguration,init,Long Statement,The length of the statement "if (StringUtils.isEmpty(System.getProperty(TransportConfig.HEARTBEAT_CLIENT_IP)) && StringUtils.isNotBlank(properties.getTransport().getClientIp())) {" is 150.,71
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelAutoConfiguration,init,Long Statement,The length of the statement "if (StringUtils.isEmpty(System.getProperty(SentinelConfig.CHARSET)) && StringUtils.isNotBlank(properties.getMetric().getCharset())) {" is 133.,71
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelAutoConfiguration,init,Long Statement,The length of the statement "if (StringUtils.isEmpty(System.getProperty(SentinelConfig.SINGLE_METRIC_FILE_SIZE)) && StringUtils.isNotBlank(properties.getMetric().getFileSingleSize())) {" is 156.,71
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelAutoConfiguration,init,Long Statement,The length of the statement "if (StringUtils.isEmpty(System.getProperty(SentinelConfig.TOTAL_METRIC_FILE_COUNT)) && StringUtils.isNotBlank(properties.getMetric().getFileTotalCount())) {" is 156.,71
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelAutoConfiguration,init,Long Statement,The length of the statement "if (StringUtils.isEmpty(System.getProperty(SentinelConfig.COLD_FACTOR)) && StringUtils.isNotBlank(properties.getFlow().getColdFactor())) {" is 138.,71
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelBeanPostProcessor,checkSentinelRestTemplate,Long Statement,The length of the statement "checkBlock4RestTemplate(sentinelRestTemplate.blockHandlerClass()`sentinelRestTemplate.blockHandler()`beanName`SentinelConstants.BLOCK_TYPE);" is 140.,94
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelBeanPostProcessor,checkSentinelRestTemplate,Long Statement,The length of the statement "checkBlock4RestTemplate(sentinelRestTemplate.fallbackClass()`sentinelRestTemplate.fallback()`beanName`SentinelConstants.FALLBACK_TYPE);" is 135.,94
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelBeanPostProcessor,checkSentinelRestTemplate,Long Statement,The length of the statement "checkBlock4RestTemplate(sentinelRestTemplate.urlCleanerClass()`sentinelRestTemplate.urlCleaner()`beanName`SentinelConstants.URLCLEANER_TYPE);" is 141.,94
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelBeanPostProcessor,checkBlock4RestTemplate,Complex Method,Cyclomatic complexity of the method is 10,107
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelBeanPostProcessor,checkBlock4RestTemplate,Long Statement,The length of the statement "throw new IllegalArgumentException(type + " class attribute exists but " + type+ " method attribute is not exists in bean["+ beanName+ "]");" is 140.,107
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelBeanPostProcessor,checkBlock4RestTemplate,Long Statement,The length of the statement "throw new IllegalArgumentException(type + " method attribute exists but " + type+ " class attribute is not exists in bean["+ beanName+ "]");" is 140.,107
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelBeanPostProcessor,checkBlock4RestTemplate,Long Statement,The length of the statement "log.error("{} static method can not be found in bean[{}]. The right method signature is {}#{}{}` please check your class name` method name and arguments"`type`beanName`blockClass.getName()`blockMethod`argsStr);" is 210.,107
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelBeanPostProcessor,checkBlock4RestTemplate,Long Statement,The length of the statement "throw new IllegalArgumentException(type + " static method can not be found in bean[" + beanName+ "]. The right method signature is "+ blockClass.getName()+ "#"+ blockMethod+ argsStr+ "` please check your class name` method name and arguments");" is 244.,107
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelBeanPostProcessor,checkBlock4RestTemplate,Long Statement,The length of the statement "log.error("{} method return value in bean[{}] is not {}: {}#{}{}"`type`beanName`standardReturnType.getName()`blockClass.getName()`blockMethod`argsStr);" is 151.,107
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelBeanPostProcessor,checkBlock4RestTemplate,Long Statement,The length of the statement "throw new IllegalArgumentException(type + " method return value in bean[" + beanName+ "] is not "+ standardReturnType.getName()+ ": "+ blockClass.getName()+ "#"+ blockMethod+ argsStr);" is 184.,107
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelBeanPostProcessor,postProcessAfterInitialization,Long Statement,The length of the statement "interceptorBeanNamePrefix.append(StringUtils.uncapitalize(SentinelProtectInterceptor.class.getSimpleName())).append("_").append(sentinelRestTemplate.blockHandlerClass().getSimpleName()).append(sentinelRestTemplate.blockHandler()).append("_").append(sentinelRestTemplate.fallbackClass().getSimpleName()).append(sentinelRestTemplate.fallback()).append("_").append(sentinelRestTemplate.urlCleanerClass().getSimpleName()).append(sentinelRestTemplate.urlCleaner());" is 460.,176
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelBeanPostProcessor,postProcessAfterInitialization,Long Statement,The length of the statement "SentinelProtectInterceptor sentinelProtectInterceptor=applicationContext.getBean(interceptorBeanName`SentinelProtectInterceptor.class);" is 135.,176
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelBeanPostProcessor,registerBean,Long Statement,The length of the statement "BeanDefinitionBuilder beanDefinitionBuilder=BeanDefinitionBuilder.genericBeanDefinition(SentinelProtectInterceptor.class);" is 122.,204
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandler,afterSingletonsInstantiated,Long Statement,The length of the statement "log.error("[Sentinel Starter] DataSource " + dataSourceName + " multi datasource active and won't loaded: "+ dataSourceProperties.getValidField());" is 147.,77
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandler,parseBeanDefinition,Complex Method,Cyclomatic complexity of the method is 8,103
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandler,parseBeanDefinition,Long Statement,The length of the statement "Map<String`Object> propertyMap=Arrays.stream(dataSourceProperties.getClass().getDeclaredFields()).filter(field -> !field.isSynthetic()).collect(HashMap::new`(m`v) -> {" is 167.,103
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandler,parseBeanDefinition,Long Statement,The length of the statement "throw new RuntimeException("[Sentinel Starter] DataSource " + dataSourceName + " field: "+ v.getName()+ " invoke error"`e);" is 123.,103
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandler,parseBeanDefinition,Long Statement,The length of the statement "throw new RuntimeException("[Sentinel Starter] DataSource " + dataSourceName + "dataType is custom` please set converter-class "+ "property");" is 142.,103
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandler,parseBeanDefinition,Long Statement,The length of the statement "this.beanFactory.registerBeanDefinition(customConvertBeanName`BeanDefinitionBuilder.genericBeanDefinition(Class.forName(dataSourceProperties.getConverterClass())).getBeanDefinition());" is 184.,103
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandler,parseBeanDefinition,Long Statement,The length of the statement "log.error("[Sentinel Starter] DataSource " + dataSourceName + " handle "+ dataSourceProperties.getClass().getSimpleName()+ " error` class name: "+ dataSourceProperties.getConverterClass());" is 189.,103
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandler,parseBeanDefinition,Long Statement,The length of the statement "throw new RuntimeException("[Sentinel Starter] DataSource " + dataSourceName + " handle "+ dataSourceProperties.getClass().getSimpleName()+ " error` class name: "+ dataSourceProperties.getConverterClass()`e);" is 208.,103
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandler,parseBeanDefinition,Long Statement,The length of the statement "throw new RuntimeException("[Sentinel Starter] DataSource " + dataSourceName + " dataType: "+ propertyValue+ " is not support now. please using these types: "+ dataTypeList.toString());" is 185.,103
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandler,parseBeanDefinition,Long Statement,The length of the statement "builder.addPropertyReference("converter"`"sentinel-" + propertyValue.toString() + "-"+ dataSourceProperties.getRuleType().getName()+ "-converter");" is 147.,103
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelProtectInterceptor,intercept,Complex Method,Cyclomatic complexity of the method is 10,56
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelProtectInterceptor,intercept,Long Statement,The length of the statement "String hostResource=request.getMethod().toString() + ":" + uri.getScheme()+ "://"+ uri.getHost()+ (uri.getPort() == -1 ? "" : ":" + uri.getPort());" is 147.,56
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelProtectInterceptor,intercept,Long Statement,The length of the statement "Method urlCleanerMethod=BlockClassRegistry.lookupUrlCleaner(sentinelRestTemplate.urlCleanerClass()`sentinelRestTemplate.urlCleaner());" is 134.,56
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelProtectInterceptor,handleBlockException,Long Statement,The length of the statement "Method blockHandler=extractBlockHandlerMethod(sentinelRestTemplate.blockHandler()`sentinelRestTemplate.blockHandlerClass());" is 124.,118
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandlerTests,testParseBeanDefinition,Long Statement,The length of the statement "assertThat(propertyValues).anyMatch(propertyValue -> "flowRulesKey".equals(propertyValue.getName()) && dataSourceProperties.getFlowRulesKey().equals(propertyValue.getValue()));" is 176.,58
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandlerTests,testParseBeanDefinition,Long Statement,The length of the statement "assertThat(propertyValues).anyMatch(propertyValue -> "defaultFlowRuleValue".equals(propertyValue.getName()) && dataSourceProperties.getDefaultFlowRuleValue().equals(propertyValue.getValue()));" is 192.,58
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandlerTests,testParseBeanDefinition,Long Statement,The length of the statement "assertThat(propertyValues).anyMatch(propertyValue -> "namespaceName".equals(propertyValue.getName()) && dataSourceProperties.getNamespaceName().equals(propertyValue.getValue()));" is 178.,58
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandlerTests,testParseBeanDefinition,Long Statement,The length of the statement "assertThat(propertyValues).anyMatch(propertyValue -> "converter".equals(propertyValue.getName()) && propertyValue.getValue() instanceof RuntimeBeanReference && value.getBeanName().equals("sentinel-" + dataSourceProperties.getDataType() + "-"+ dataSourceProperties.getRuleType().getName()+ "-converter"));" is 304.,58
spring-cloud-alibaba,com.alibaba.cloud.sentinel.custom,SentinelDataSourceHandlerTests,testParseBeanDefinition,Magic Number,The method contains a magic number: 4,58
spring-cloud-alibaba,com.alibaba.cloud.sentinel.endpoint,SentinelHealthIndicator,doHealthCheck,Long Statement,The length of the statement "detailMap.put("dashboard"`new Status(Status.UNKNOWN.getCode()`String.format("the dashboard servers [%s] one of them can't be connected"`consoleServerList)));" is 157.,71
spring-cloud-alibaba,com.alibaba.cloud.sentinel.endpoint,SentinelHealthIndicatorTests,testSentinelDashboardConfiguredFailed,Long Statement,The length of the statement "assertThat(health.getDetails().get("dashboard")).isEqualTo(new Status(Status.UNKNOWN.getCode()`"localhost:8080 can't be connected"));" is 133.,104
spring-cloud-alibaba,com.alibaba.cloud.sentinel.endpoint,SentinelHealthIndicatorTests,testSentinelDataSourceFailed,Long Statement,The length of the statement "assertThat(dataSourceDetailMap.get("ds2-sentinel-file-datasource")).isEqualTo(new Status(Status.UNKNOWN.getCode()`"fileDataSource2 error"));" is 140.,145
spring-cloud-alibaba,com.alibaba.cloud.sentinel.feign,SentinelInvocationHandler,invoke,Complex Method,Cyclomatic complexity of the method is 9,69
spring-cloud-alibaba,com.alibaba.cloud.sentinel.feign,SentinelInvocationHandler,invoke,Long Statement,The length of the statement "MethodMetadata methodMetadata=SentinelContractHolder.METADATA_MAP.get(hardCodedTarget.type().getName() + Feign.configKey(hardCodedTarget.type()`method));" is 153.,69
spring-cloud-alibaba,com.alibaba.cloud.sentinel.feign,SentinelInvocationHandler,invoke,Long Statement,The length of the statement "String resourceName=methodMetadata.template().method().toUpperCase() + ":" + hardCodedTarget.url()+ methodMetadata.template().path();" is 133.,69
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelWebAutoConfiguration,sentinelWebMvcConfig,Long Statement,The length of the statement "sentinelWebMvcConfig.setBlockExceptionHandler(((request`response`e) -> response.sendRedirect(properties.getBlockPage())));" is 122.,75
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelWebFluxAutoConfiguration,sentinelBlockExceptionHandler,Magic Number,The method contains a magic number: 2,77
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelWebMvcConfigurer,addInterceptors,Long Identifier,The length of the field sentinelWebInterceptorOptional is 30.,43
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelWebMvcConfigurer,addInterceptors,Long Statement,The length of the statement "registry.addInterceptor(sentinelWebInterceptorOptional.get()).order(filterConfig.getOrder()).addPathPatterns(filterConfig.getUrlPatterns());" is 140.,43
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,checkEndpoint,Long Statement,The length of the statement "assertThat(map.get("consoleServer").toString()).isEqualTo(Arrays.asList(new Endpoint(Protocol.HTTP`"localhost"`8080)`new Endpoint(Protocol.HTTP`"localhost"`8081)).toString());" is 175.,133
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,checkEndpoint,Magic Number,The method contains a magic number: 8080,133
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,checkEndpoint,Magic Number,The method contains a magic number: 8081,133
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,checkEndpoint,Magic Number,The method contains a magic number: 20000L,133
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,checkEndpoint,Magic Number,The method contains a magic number: 9999L,133
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,checkEndpoint,Magic Number,The method contains a magic number: 100,133
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,checkSentinelFilter,Magic Number,The method contains a magic number: 123,152
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,checkSentinelFilter,Magic Number,The method contains a magic number: 2,152
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,testSentinelSystemProperties,Long Statement,The length of the statement "assertThat(TransportConfig.getConsoleServerList().toString()).isEqualTo(Arrays.asList(new Endpoint(Protocol.HTTP`"localhost"`8080)`new Endpoint(Protocol.HTTP`"localhost"`8081)).toString());" is 189.,188
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,testSentinelSystemProperties,Magic Number,The method contains a magic number: 8080,188
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,testSentinelSystemProperties,Magic Number,The method contains a magic number: 8081,188
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,testSentinelSystemProperties,Magic Number,The method contains a magic number: 20000L,188
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,testSentinelSystemProperties,Magic Number,The method contains a magic number: 9999,188
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,testSentinelSystemProperties,Magic Number,The method contains a magic number: 100,188
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelAutoConfigurationTests,testRestTemplateBlockHandler,Magic Number,The method contains a magic number: 2,206
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelBeanAutowiredTests,checkUrlPattern,Magic Number,The method contains a magic number: 111,72
spring-cloud-alibaba,com.alibaba.cloud.sentinel,SentinelDataSourceTests,testDataSource,Magic Number,The method contains a magic number: 5,76
spring-cloud-alibaba,com.alibaba.cloud.sidecar.consul,SidecarConsulAutoConfiguration,consulRegistration,Long Identifier,The length of the parameter autoServiceRegistrationProperties is 33.,50
spring-cloud-alibaba,com.alibaba.cloud.sidecar.consul,SidecarConsulAutoConfiguration,consulRegistration,Long Identifier,The length of the parameter managementRegistrationCustomizers is 33.,50
spring-cloud-alibaba,com.alibaba.cloud.sidecar.consul,SidecarConsulAutoConfiguration,consulRegistration,Long Parameter List,The method has 7 parameters. ,50
spring-cloud-alibaba,com.alibaba.cloud.sidecar.consul,SidecarConsulAutoConfiguration,consulRegistration,Long Statement,The length of the statement "return SidecarConsulAutoRegistration.registration(autoServiceRegistrationProperties`properties`applicationContext`registrationCustomizers.getIfAvailable()`managementRegistrationCustomizers.getIfAvailable()`heartbeatProperties`sidecarProperties);" is 245.,50
spring-cloud-alibaba,com.alibaba.cloud.sidecar.consul,SidecarConsulAutoRegistration,SidecarConsulAutoRegistration,Long Identifier,The length of the parameter autoServiceRegistrationProperties is 33.,43
spring-cloud-alibaba,com.alibaba.cloud.sidecar.consul,SidecarConsulAutoRegistration,SidecarConsulAutoRegistration,Long Identifier,The length of the parameter managementRegistrationCustomizers is 33.,43
spring-cloud-alibaba,com.alibaba.cloud.sidecar.consul,SidecarConsulAutoRegistration,SidecarConsulAutoRegistration,Long Parameter List,The method has 6 parameters. ,43
spring-cloud-alibaba,com.alibaba.cloud.sidecar.consul,SidecarConsulAutoRegistration,SidecarConsulAutoRegistration,Long Statement,The length of the statement "super(service`autoServiceRegistrationProperties`properties`context`heartbeatProperties`managementRegistrationCustomizers);" is 122.,43
spring-cloud-alibaba,com.alibaba.cloud.sidecar.consul,SidecarConsulAutoRegistration,registration,Long Identifier,The length of the parameter autoServiceRegistrationProperties is 33.,52
spring-cloud-alibaba,com.alibaba.cloud.sidecar.consul,SidecarConsulAutoRegistration,registration,Long Identifier,The length of the parameter managementRegistrationCustomizers is 33.,52
spring-cloud-alibaba,com.alibaba.cloud.sidecar.consul,SidecarConsulAutoRegistration,registration,Long Parameter List,The method has 7 parameters. ,52
spring-cloud-alibaba,com.alibaba.cloud.sidecar.consul,SidecarConsulAutoRegistration,registration,Long Statement,The length of the statement "ConsulAutoRegistration registration=new ConsulAutoRegistration(service`autoServiceRegistrationProperties`properties`context`heartbeatProperties`managementRegistrationCustomizers);" is 179.,52
spring-cloud-alibaba,com.alibaba.cloud.sidecar.consul,SidecarConsulAutoRegistration,getInstanceId,Long Statement,The length of the statement "return String.format("%s-%s-%s"`environment.getProperty("spring.application.name")`sidecarProperties.getIp()`sidecarProperties.getPort());" is 138.,124
spring-cloud-alibaba,com.alibaba.cloud.sidecar.nacos,SidecarNacosAutoConfiguration,sidecarDiscoveryClient,Long Identifier,The length of the parameter sidecarNacosDiscoveryProperties is 31.,50
spring-cloud-alibaba,com.alibaba.cloud.sidecar.nacos,SidecarNacosDiscoveryClient,SidecarNacosDiscoveryClient,Long Identifier,The length of the parameter sidecarNacosDiscoveryProperties is 31.,38
spring-cloud-alibaba,com.alibaba.cloud.sidecar.nacos,SidecarNacosDiscoveryClient,SidecarNacosDiscoveryClient,Long Identifier,The length of the field sidecarNacosDiscoveryProperties is 31.,38
spring-cloud-alibaba,com.alibaba.cloud.sidecar.nacos,SidecarNacosDiscoveryClient,registerInstance,Long Identifier,The length of the field sidecarNacosDiscoveryProperties is 31.,44
spring-cloud-alibaba,com.alibaba.cloud.sidecar.nacos,SidecarNacosDiscoveryClient,deregisterInstance,Long Identifier,The length of the field sidecarNacosDiscoveryProperties is 31.,55
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.actuator,RocketMQBinderHealthIndicator,doHealthCheck,Long Statement,The length of the statement "InstrumentationManager.getHealthInstrumentations().stream().filter(instrumentation -> !instrumentation.isStarted()).forEach(instrumentation1 -> builder.withException(instrumentation1.getStartException()));" is 205.,31
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.aot.hint,RocketMQSpecificPropertiesProviderHints,registerHints,Long Statement,The length of the statement "Method setConsumer=ReflectionUtils.findMethod(RocketMQSpecificPropertiesProvider.class`"setConsumer"`RocketMQConsumerProperties.class);" is 135.,36
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.aot.hint,RocketMQSpecificPropertiesProviderHints,registerHints,Long Statement,The length of the statement "Method setProducer=ReflectionUtils.findMethod(RocketMQSpecificPropertiesProvider.class`"setProducer"`RocketMQProducerProperties.class);" is 135.,36
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.aot.hint,RocketMQSpecificPropertiesProviderHintsTests,shouldRegisterHints,Long Statement,The length of the statement "Method setConsumer=ReflectionUtils.findMethod(RocketMQSpecificPropertiesProvider.class`"setConsumer"`RocketMQConsumerProperties.class);" is 135.,38
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.aot.hint,RocketMQSpecificPropertiesProviderHintsTests,shouldRegisterHints,Long Statement,The length of the statement "Method setProducer=ReflectionUtils.findMethod(RocketMQSpecificPropertiesProvider.class`"setProducer"`RocketMQProducerProperties.class);" is 135.,38
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.autoconfigurate,ExtendedBindingHandlerMappingsProviderConfiguration,rocketExtendedPropertiesDefaultMappingsProvider,Long Statement,The length of the statement "mappings.put(ConfigurationPropertyName.of("spring.cloud.stream.rocketmq.bindings")`ConfigurationPropertyName.of("spring.cloud.stream.rocketmq.default"));" is 153.,36
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.autoconfigurate,ExtendedBindingHandlerMappingsProviderConfiguration,rocketExtendedPropertiesDefaultMappingsProvider,Long Statement,The length of the statement "mappings.put(ConfigurationPropertyName.of("spring.cloud.stream.rocketmq.streams")`ConfigurationPropertyName.of("spring.cloud.stream.rocketmq.streams.default"));" is 160.,36
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.autoconfigurate,RocketMQBinderAutoConfiguration,rocketMQMessageChannelBinder,Long Identifier,The length of the field rocketBinderConfigurationProperties is 35.,56
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.autoconfigurate,RocketMQBinderAutoConfiguration,rocketMQMessageChannelBinder,Long Statement,The length of the statement "return new RocketMQMessageChannelBinder(rocketBinderConfigurationProperties`extendedBindingProperties`provisioningProvider);" is 124.,56
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.convert,RocketMQMessageConverter,RocketMQMessageConverter,Empty catch clause,The method has an empty catch block.,61
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.convert,RocketMQMessageConverter,RocketMQMessageConverter,Long Statement,The length of the statement "messageConverters.add((MessageConverter)ClassUtils.forName("com.alibaba.fastjson.support.spring.messaging.MappingFastJsonMessageConverter"`ClassUtils.getDefaultClassLoader()).newInstance());" is 190.,61
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.convert,RocketMQMessageConverter,convertFromInternal,Empty catch clause,The method has an empty catch block.,102
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound.pull,RocketMQMessageSource,doReceive,Long Statement,The length of the statement "MessageQueue messageQueue=this.acquireCurrentMessageQueue(messageExt.getTopic()`messageExt.getQueueId()`messageExt.getBrokerName());" is 132.,142
